Pincode,City,State,COD Delivery,Prepaid Delivery,Pickup
585221,SEDAM,KARNATAKA,N,N,N
735136,Haldibari,WEST BENGAL,Y,Y,Y
515741,Kalyanadurgam,ANDHRA PRADESH,Y,Y,Y
515761,Kalyanadurgam,ANDHRA PRADESH,Y,Y,Y
370415,MUNDRA,GUJARAT,Y,Y,N
362135,Talala,GUJARAT,Y,Y,N
362140,Talala,GUJARAT,Y,Y,N
506134,NARSAMPET,TELANGANA,Y,Y,N
522619,CHILAKALURIPETA,ANDHRA PRADESH,Y,Y,Y
533444,ANNAVARAM,ANDHRA PRADESH,N,N,N
804451,Punpun,BIHAR,N,N,N
803120,Chandi,BIHAR,N,N,N
803108,Chandi,BIHAR,N,N,N
803113,Chandi,BIHAR,N,N,N
413315,Bhose,MAHARASHTRA,Y,Y,N
382315,Dehgam,GUJARAT,Y,Y,N
413302,Bhose,MAHARASHTRA,Y,Y,N
442906,WARORA,MAHARASHTRA,Y,Y,Y
413253,Mohol,MAHARASHTRA,Y,Y,N
761208,BALUGAON,Odisha,Y,Y,N
766020,BISSAMCUTTACK,Odisha,Y,Y,N
761210,BALUGAON,Odisha,Y,Y,N
713131,Burdwan,WEST BENGAL,Y,Y,Y
765021,BISSAMCUTTACK,Odisha,Y,Y,N
721438,EGRA,WEST BENGAL,Y,Y,Y
496440,Raipur,CHHATTISGARH,N,N,N
403003,Panjim,GOA,Y,Y,N
394125,ANKLESHWAR,GUJARAT,N,N,N
370445,Mandvi,GUJARAT,Y,Y,N
370485,Mandvi,GUJARAT,Y,Y,N
680028,KOZHIKODE,KERALA,Y,Y,Y
678722,PALAKKAD,KERALA,Y,Y,Y
229406,Unchahar,UTTAR PRADESH,N,N,N
229408,Unchahar,UTTAR PRADESH,N,N,N
246729,DHAMPUR,UTTAR PRADESH,Y,Y,Y
311402,Bhilwara,RAJASTHAN,N,N,N
229404,Unchahar,UTTAR PRADESH,N,N,N
767045,Dunguripali,Odisha,Y,Y,N
767023,Dunguripali,Odisha,Y,Y,N
767068,Dunguripali,Odisha,Y,Y,N
767061,Dunguripali,Odisha,Y,Y,N
490036,Bhilai Jamul,CHHATTISGARH,Y,Y,Y
486223,Sohagi,MADHYA PRADESH,Y,Y,N
486220,Sohagi,MADHYA PRADESH,Y,Y,N
226201,Itaunja,UTTAR PRADESH,N,N,N
431112,Sillod,MAHARASHTRA,Y,Y,N
444901,Nandgaonpeth,MAHARASHTRA,Y,Y,N
431113,Sillod,MAHARASHTRA,Y,Y,N
757020,Rasgovindpur,Odisha,Y,Y,N
736206,Barobisha,WEST BENGAL,Y,Y,N
757073,Rasgovindpur,Odisha,Y,Y,N
757055,Rasgovindpur,Odisha,Y,Y,N
805112,NAWADA,BIHAR,Y,Y,N
757018,Rasgovindpur,Odisha,Y,Y,N
833106,Manoharpur,JHARKHAND,Y,Y,Y
757016,Rasgovindpur,Odisha,Y,Y,N
805102,NAWADA,BIHAR,Y,Y,N
517123,Piler,ANDHRA PRADESH,Y,Y,Y
507182,Khammam,TELANGANA,N,N,N
517214,Piler,ANDHRA PRADESH,Y,Y,Y
781302,Bhella,ASSAM,Y,Y,Y
744102,Port Blair,ANDAMAN AND NICOBAR,Y,Y,N
744105,Port Blair,ANDAMAN AND NICOBAR,Y,Y,N
744101,Port Blair,ANDAMAN AND NICOBAR,Y,Y,N
744206,Port Blair,ANDAMAN AND NICOBAR,Y,Y,N
744104,Port Blair,ANDAMAN AND NICOBAR,N,N,N
744106,Port Blair,ANDAMAN AND NICOBAR,Y,Y,N
744103,Port Blair,ANDAMAN AND NICOBAR,Y,Y,N
744112,Port Blair,ANDAMAN AND NICOBAR,Y,Y,N
744107,Port Blair,ANDAMAN AND NICOBAR,Y,Y,N
532427,NARASANNAPETA,ANDHRA PRADESH,Y,Y,Y
532430,NARASANNAPETA,ANDHRA PRADESH,Y,Y,Y
535578,BOBBILLI,ANDHRA PRADESH,N,N,N
535568,BOBBILLI,ANDHRA PRADESH,N,N,N
535546,BOBBILLI,ANDHRA PRADESH,N,N,N
532474,NARASANNAPETA,ANDHRA PRADESH,Y,Y,Y
535547,BOBBILLI,ANDHRA PRADESH,N,N,N
524137,BUCHIREDDYPALEM,ANDHRA PRADESH,Y,Y,N
524005,BUCHIREDDYPALEM,ANDHRA PRADESH,Y,Y,Y
522309,CHERUKUPALLI,ANDHRA PRADESH,Y,Y,N
522268,CHERUKUPALLI,ANDHRA PRADESH,Y,Y,Y
522314,CHERUKUPALLI,ANDHRA PRADESH,Y,Y,Y
523346,Semariya,ANDHRA PRADESH,Y,Y,N
522329,CHERUKUPALLI,ANDHRA PRADESH,Y,Y,Y
517247,Madanapalli,ANDHRA PRADESH,Y,Y,Y
532425,Srikakulam,ANDHRA PRADESH,Y,Y,Y
532421,Srikakulam,ANDHRA PRADESH,Y,Y,Y
532432,Srikakulam,ANDHRA PRADESH,Y,Y,Y
532429,Srikakulam,ANDHRA PRADESH,Y,Y,Y
522611,CHILAKALURIPETA,ANDHRA PRADESH,Y,Y,Y
522616,CHILAKALURIPETA,ANDHRA PRADESH,Y,Y,N
522626,CHILAKALURIPETA,ANDHRA PRADESH,Y,Y,Y
534222,Tadepalligudem,ANDHRA PRADESH,Y,Y,N
534216,Tadepalligudem,ANDHRA PRADESH,Y,Y,Y
523253,PODILI,ANDHRA PRADESH,Y,Y,N
534211,Tadepalligudem,ANDHRA PRADESH,Y,Y,Y
524315,ALLURU,ANDHRA PRADESH,N,N,N
534331,Tadepalligudem,ANDHRA PRADESH,Y,Y,N
534227,Tadepalligudem,ANDHRA PRADESH,Y,Y,Y
534329,Tadepalligudem,ANDHRA PRADESH,Y,Y,N
534218,Tadepalligudem,ANDHRA PRADESH,Y,Y,N
534215,Tadepalligudem,ANDHRA PRADESH,Y,Y,Y
523246,PODILI,ANDHRA PRADESH,Y,Y,N
534328,Tadepalligudem,ANDHRA PRADESH,Y,Y,Y
534217,Tadepalligudem,ANDHRA PRADESH,Y,Y,Y
523241,PODILI,ANDHRA PRADESH,N,N,N
533408,ANNAVARAM,ANDHRA PRADESH,N,N,Y
524346,Nellore,ANDHRA PRADESH,N,N,Y
517132,Chittoor,ANDHRA PRADESH,N,N,Y
533406,ANNAVARAM,ANDHRA PRADESH,N,N,Y
532428,KOTTURU,ANDHRA PRADESH,N,N,Y
524239,VINJAMUR,ANDHRA PRADESH,N,N,Y
517007,Chittoor,ANDHRA PRADESH,N,N,Y
522663,Vinukonda,ANDHRA PRADESH,N,N,Y
524344,Nellore,ANDHRA PRADESH,N,N,Y
521136,KUCHIPUDI,ANDHRA PRADESH,N,N,Y
524311,Nellore,ANDHRA PRADESH,N,N,Y
522615,PIDUGURALLA,ANDHRA PRADESH,N,N,Y
524152,NORTH RAJUPALEM,ANDHRA PRADESH,N,N,N
523270,Kandukur,ANDHRA PRADESH,N,N,N
515005,ANANTAPUR,ANDHRA PRADESH,Y,Y,N
534206,Bhimavaram,ANDHRA PRADESH,Y,Y,N
530030,Visakhapatnam,ANDHRA PRADESH,Y,Y,Y
522008,Guntur,ANDHRA PRADESH,Y,Y,Y
531242,GAJAPATHINAGARAM,ANDHRA PRADESH,Y,Y,N
515003,ANANTAPUR,ANDHRA PRADESH,Y,Y,Y
522313,Tenali,ANDHRA PRADESH,Y,Y,N
531019,LANKELAPALEM,ANDHRA PRADESH,Y,Y,N
535213,BOGAPPURAM,ANDHRA PRADESH,Y,Y,N
522273,Repalle,ANDHRA PRADESH,Y,Y,N
521328,AVANIGADDA,ANDHRA PRADESH,N,N,N
515405,PAMIDI,ANDHRA PRADESH,Y,Y,N
517131,KANIPAKAM,ANDHRA PRADESH,Y,Y,Y
532293,ICHAPURAM,ANDHRA PRADESH,N,N,N
522240,Guntur,ANDHRA PRADESH,Y,Y,Y
523230,Ongole,ANDHRA PRADESH,Y,Y,N
516412,Jammalamadugu,ANDHRA PRADESH,Y,Y,N
518002,KURNOOL,ANDHRA PRADESH,Y,Y,Y
534343,DOMMERU,ANDHRA PRADESH,N,N,N
518503,Nandyal,ANDHRA PRADESH,Y,Y,Y
532219,Palasa,ANDHRA PRADESH,Y,Y,N
521001,Machilipatnam,ANDHRA PRADESH,Y,Y,Y
516228,CHAPADU,ANDHRA PRADESH,Y,Y,N
534324,ACHANTA,ANDHRA PRADESH,Y,Y,Y
533292,RAJANAGARAM,ANDHRA PRADESH,Y,Y,N
533215,AMALAPURAM,ANDHRA PRADESH,Y,Y,N
518523,Nandyal,ANDHRA PRADESH,Y,Y,Y
517124,Chittoor,ANDHRA PRADESH,N,N,N
521149,Machilipatnam,ANDHRA PRADESH,Y,Y,Y
515161,MUDDIGUBA,ANDHRA PRADESH,N,N,N
532126,Rajam,ANDHRA PRADESH,N,N,N
531084,Narsipatnam,ANDHRA PRADESH,Y,Y,Y
521137,Vijayawada,ANDHRA PRADESH,Y,Y,Y
515282,Dharmavaram,ANDHRA PRADESH,Y,Y,N
531161,BHEEMUNIPATNAM,ANDHRA PRADESH,N,N,N
530047,Visakhapatnam,ANDHRA PRADESH,Y,Y,Y
518401,NANDIKOTKUR,ANDHRA PRADESH,Y,Y,N
533223,Mandapeta,ANDHRA PRADESH,Y,Y,Y
516150,NANDALURE,ANDHRA PRADESH,Y,Y,N
522436,AMARAVATHI,ANDHRA PRADESH,Y,Y,Y
523336,GOWTHAVARAM,ANDHRA PRADESH,Y,Y,N
533437,Samalkot,ANDHRA PRADESH,Y,Y,Y
534243,PENUMANTRA,ANDHRA PRADESH,Y,Y,N
516359,DUVVUR,ANDHRA PRADESH,Y,Y,N
516350,VEMPALLI,ANDHRA PRADESH,Y,Y,N
520008,Vijayawada,ANDHRA PRADESH,Y,Y,Y
520014,Vijayawada,ANDHRA PRADESH,Y,Y,Y
522325,Tenali,ANDHRA PRADESH,Y,Y,Y
531281,Chodavaram,ANDHRA PRADESH,Y,Y,N
522318,Ponnur,ANDHRA PRADESH,Y,Y,N
521212,Vijayawada,ANDHRA PRADESH,Y,Y,Y
533249,AMALAPURAM,ANDHRA PRADESH,N,N,N
521225,Vijayawada,ANDHRA PRADESH,Y,Y,Y
516268,Rayachoty,ANDHRA PRADESH,N,N,N
522414,DACHEPALLI,ANDHRA PRADESH,Y,Y,N
535148,S Kota,ANDHRA PRADESH,Y,Y,Y
531021,LANKELAPALEM,ANDHRA PRADESH,Y,Y,Y
533432,YELESWARAM,ANDHRA PRADESH,Y,Y,Y
521202,Nuzvid,ANDHRA PRADESH,Y,Y,Y
521227,GAMPALAGUDEM,ANDHRA PRADESH,Y,Y,Y
516503,CHAPADU,ANDHRA PRADESH,Y,Y,N
533410,KOTANANDURU,ANDHRA PRADESH,N,N,N
517587,Puttur,ANDHRA PRADESH,N,N,N
534411,Tadepalligudem,ANDHRA PRADESH,N,N,N
534123,ACHANTA,ANDHRA PRADESH,Y,Y,Y
531270,GAJAPATHINAGARAM,ANDHRA PRADESH,Y,Y,N
518464,KODUMURU,ANDHRA PRADESH,Y,Y,N
533271,Mandapeta,ANDHRA PRADESH,Y,Y,N
517350,Madanapalli,ANDHRA PRADESH,Y,Y,Y
533242,Palakol,ANDHRA PRADESH,Y,Y,Y
523254,Ongole,ANDHRA PRADESH,N,N,N
534236,AKIVIDU,ANDHRA PRADESH,Y,Y,N
530029,Visakhapatnam,ANDHRA PRADESH,Y,Y,Y
533286,KOTHAPALLI,ANDHRA PRADESH,N,N,N
521112,Gannavaram,ANDHRA PRADESH,Y,Y,Y
535004,Vizianagaram,ANDHRA PRADESH,Y,Y,Y
530008,Visakhapatnam,ANDHRA PRADESH,Y,Y,Y
521456,Vijayawada,ANDHRA PRADESH,Y,Y,N
522201,Tenali,ANDHRA PRADESH,Y,Y,Y
533202,AMALAPURAM,ANDHRA PRADESH,N,N,N
533449,KATHIPUDI,ANDHRA PRADESH,N,N,N
524407,Nellore,ANDHRA PRADESH,N,N,N
533445,Samalkot,ANDHRA PRADESH,Y,Y,Y
521230,MYLAVARAM,ANDHRA PRADESH,Y,Y,N
523184,VETAPALEM,ANDHRA PRADESH,Y,Y,N
522308,Guntur,ANDHRA PRADESH,Y,Y,Y
530005,Visakhapatnam,ANDHRA PRADESH,Y,Y,Y
533307,Mandapeta,ANDHRA PRADESH,Y,Y,N
524134,VENKATAGIRI,ANDHRA PRADESH,Y,Y,Y
518112,Nandyal,ANDHRA PRADESH,Y,Y,Y
533001,Kakinada,ANDHRA PRADESH,Y,Y,Y
518318,Adoni,ANDHRA PRADESH,Y,Y,N
516312,Proddatur,ANDHRA PRADESH,Y,Y,Y
522290,Guntur,ANDHRA PRADESH,Y,Y,Y
532599,Repalle,ANDHRA PRADESH,Y,Y,N
518137,KOILAKUNTLA,ANDHRA PRADESH,Y,Y,N
515466,Tadipatri,ANDHRA PRADESH,Y,Y,Y
530006,Visakhapatnam,ANDHRA PRADESH,N,N,Y
518022,KURNOOL,ANDHRA PRADESH,Y,Y,N
524312,ANANTHASAGARAM,ANDHRA PRADESH,N,N,N
518424,Atmakur,ANDHRA PRADESH,Y,Y,Y
516360,Proddatur,ANDHRA PRADESH,Y,Y,Y
518344,Adoni,ANDHRA PRADESH,Y,Y,N
521103,Vijayawada,ANDHRA PRADESH,Y,Y,Y
534235,AKIVIDU,ANDHRA PRADESH,Y,Y,N
521215,VISSANNAPET,ANDHRA PRADESH,Y,Y,Y
515465,Tadipatri,ANDHRA PRADESH,Y,Y,Y
533239,AMALAPURAM,ANDHRA PRADESH,Y,Y,N
523280,Ongole,ANDHRA PRADESH,Y,Y,Y
521104,Vijayawada,ANDHRA PRADESH,Y,Y,Y
516411,Jammalamadugu,ANDHRA PRADESH,Y,Y,N
516440,Jammalamadugu,ANDHRA PRADESH,Y,Y,N
518302,Adoni,ANDHRA PRADESH,Y,Y,Y
532527,Parvathipuram,ANDHRA PRADESH,N,N,Y
515413,Tadipatri,ANDHRA PRADESH,Y,Y,Y
535160,S Kota,ANDHRA PRADESH,N,N,N
515164,C K PALLI,ANDHRA PRADESH,Y,Y,Y
515419,Tadipatri,ANDHRA PRADESH,Y,Y,Y
534406,Tadepalligudem,ANDHRA PRADESH,N,N,N
534002,Eluru,ANDHRA PRADESH,Y,Y,Y
534475,Eluru,ANDHRA PRADESH,Y,Y,Y
530040,Visakhapatnam,ANDHRA PRADESH,Y,Y,N
520004,Vijayawada,ANDHRA PRADESH,Y,Y,Y
533644,RAMPACHODAVARAM,ANDHRA PRADESH,N,N,N
533102,Rajahmundry,ANDHRA PRADESH,Y,Y,N
516356,CHAPADU,ANDHRA PRADESH,Y,Y,N
532209,TEKKALI,ANDHRA PRADESH,N,N,N
534261,Palakol,ANDHRA PRADESH,Y,Y,N
515722,ANANTAPUR,ANDHRA PRADESH,N,N,N
522501,Mangalagiri,ANDHRA PRADESH,Y,Y,Y
517193,ROMPICHARLA,ANDHRA PRADESH,Y,Y,N
534145,Tadepalligudem,ANDHRA PRADESH,Y,Y,Y
518396,GUNTAKAL,ANDHRA PRADESH,N,N,N
509144,IEEJA,ANDHRA PRADESH,N,N,Y
522021,Guntur,ANDHRA PRADESH,Y,Y,N
516366,Proddatur,ANDHRA PRADESH,Y,Y,N
524123,Tada,ANDHRA PRADESH,Y,Y,Y
522256,Repalle,ANDHRA PRADESH,Y,Y,N
517571,SBRPURAM,ANDHRA PRADESH,Y,Y,N
531165,BHEEMUNIPATNAM,ANDHRA PRADESH,N,N,N
531028,WADDADI,ANDHRA PRADESH,N,N,N
533101,Rajahmundry,ANDHRA PRADESH,Y,Y,Y
523305,Donakonda,ANDHRA PRADESH,Y,Y,N
517584,Puttur,ANDHRA PRADESH,N,N,N
521301,Gudivada,ANDHRA PRADESH,Y,Y,Y
534238,PENUMANTRA,ANDHRA PRADESH,Y,Y,Y
518406,NANDIKOTKUR,ANDHRA PRADESH,Y,Y,Y
515525,KADIRI,ANDHRA PRADESH,N,N,N
518425,Atmakur,ANDHRA PRADESH,Y,Y,Y
534342,DOMMERU,ANDHRA PRADESH,N,N,Y
518015,KURNOOL,ANDHRA PRADESH,Y,Y,N
533295,RAMPACHODAVARAM,ANDHRA PRADESH,Y,Y,Y
516001,Cuddapah,ANDHRA PRADESH,Y,Y,Y
533447,Kakinada,ANDHRA PRADESH,N,N,N
533228,Mandapeta,ANDHRA PRADESH,Y,Y,Y
534156,ATTILI,ANDHRA PRADESH,Y,Y,N
515144,PUTTAPARTHI,ANDHRA PRADESH,Y,Y,N
534001,Eluru,ANDHRA PRADESH,Y,Y,Y
515134,PUTTAPARTHI,ANDHRA PRADESH,Y,Y,N
516101,Railway Kodur,ANDHRA PRADESH,N,N,N
532470,Rajam,ANDHRA PRADESH,N,N,N
523335,GOWTHAVARAM,ANDHRA PRADESH,Y,Y,Y
516151,NANDALURE,ANDHRA PRADESH,Y,Y,Y
515541,KADIRI,ANDHRA PRADESH,Y,Y,Y
534116,Tadepalligudem,ANDHRA PRADESH,Y,Y,N
532123,Rajam,ANDHRA PRADESH,Y,Y,N
516339,KAMALAPURAM,ANDHRA PRADESH,N,N,N
534195,Tadepalligudem,ANDHRA PRADESH,N,N,N
521241,Vijayawada,ANDHRA PRADESH,Y,Y,Y
524234,Atmakur,ANDHRA PRADESH,N,N,N
518222,Dhone,ANDHRA PRADESH,Y,Y,Y
531173,Pendurthy,ANDHRA PRADESH,Y,Y,N
530052,KOTHAVALASA,ANDHRA PRADESH,N,N,N
524307,Atmakur,ANDHRA PRADESH,N,N,N
516271,GALIVEEDU,ANDHRA PRADESH,N,N,N
521155,KANKIPADU,ANDHRA PRADESH,Y,Y,N
521183,Nandigama,ANDHRA PRADESH,N,N,N
530019,Visakhapatnam,ANDHRA PRADESH,Y,Y,Y
531011,ATCHUTHAPURAM,ANDHRA PRADESH,N,N,N
520003,Vijayawada,ANDHRA PRADESH,Y,Y,Y
522302,Mangalagiri,ANDHRA PRADESH,Y,Y,N
521369,Machilipatnam,ANDHRA PRADESH,Y,Y,N
521424,Gudivada,ANDHRA PRADESH,Y,Y,N
524320,Nellore,ANDHRA PRADESH,N,N,N
522271,Repalle,ANDHRA PRADESH,Y,Y,N
516501,CHAPADU,ANDHRA PRADESH,Y,Y,N
523180,Ongole,ANDHRA PRADESH,N,N,N
522180,Mangalagiri,ANDHRA PRADESH,Y,Y,N
534004,DENDULURU,ANDHRA PRADESH,N,N,N
517194,ROMPICHARLA,ANDHRA PRADESH,Y,Y,N
533203,AMALAPURAM,ANDHRA PRADESH,Y,Y,N
516132,Rajampeta,ANDHRA PRADESH,Y,Y,Y
517507,Tirupati,ANDHRA PRADESH,Y,Y,N
534129,ACHANTA,ANDHRA PRADESH,Y,Y,N
518360,Yemmiganur,ANDHRA PRADESH,Y,Y,N
518512,Nandyal,ANDHRA PRADESH,Y,Y,N
518550,Allagadda,ANDHRA PRADESH,Y,Y,Y
522003,Guntur,ANDHRA PRADESH,Y,Y,Y
521144,Nuzvid,ANDHRA PRADESH,Y,Y,N
532186,Srikakulam,ANDHRA PRADESH,N,N,N
523106,SINGARAYAKONDA,ANDHRA PRADESH,N,N,N
515427,NARPALA,ANDHRA PRADESH,N,N,N
517583,Puttur,ANDHRA PRADESH,Y,Y,Y
522010,Guntur,ANDHRA PRADESH,N,N,N
534344,DOMMERU,ANDHRA PRADESH,N,N,N
517502,Tirupati,ANDHRA PRADESH,Y,Y,N
518323,Yemmiganur,ANDHRA PRADESH,Y,Y,N
517326,Madanapalli,ANDHRA PRADESH,Y,Y,Y
521126,CHALLAPALLI,ANDHRA PRADESH,Y,Y,N
515004,ANANTAPUR,ANDHRA PRADESH,Y,Y,N
517426,KUPPAM,ANDHRA PRADESH,Y,Y,N
523261,Medarametla,ANDHRA PRADESH,N,N,N
518543,Allagadda,ANDHRA PRADESH,Y,Y,Y
515581,KADIRI,ANDHRA PRADESH,Y,Y,Y
517591,Puttur,ANDHRA PRADESH,N,N,N
533285,KOTHAPALLI,ANDHRA PRADESH,N,N,N
521255,Machilipatnam,ANDHRA PRADESH,Y,Y,Y
533342,Samalkot,ANDHRA PRADESH,Y,Y,Y
522280,Repalle,ANDHRA PRADESH,Y,Y,N
521109,Gannavaram,ANDHRA PRADESH,N,N,N
518363,Nandyal,ANDHRA PRADESH,Y,Y,N
516361,Proddatur,ANDHRA PRADESH,Y,Y,N
516165,CHAPADU,ANDHRA PRADESH,Y,Y,Y
534303,NIDADAVOLE,ANDHRA PRADESH,N,N,N
533002,Kakinada,ANDHRA PRADESH,N,N,N
531113,Narsipatnam,ANDHRA PRADESH,Y,Y,Y
533560,KATHIPUDI,ANDHRA PRADESH,N,N,N
518413,NANDIKOTKUR,ANDHRA PRADESH,Y,Y,Y
534251,Palakol,ANDHRA PRADESH,Y,Y,N
521121,AVANIGADDA,ANDHRA PRADESH,N,N,N
523357,Komarolu,ANDHRA PRADESH,Y,Y,N
532222,Palasa,ANDHRA PRADESH,Y,Y,N
524406,Nellore,ANDHRA PRADESH,Y,Y,N
517551,SBRPURAM,ANDHRA PRADESH,Y,Y,N
531085,Narsipatnam,ANDHRA PRADESH,Y,Y,Y
535204,BOGAPPURAM,ANDHRA PRADESH,Y,Y,N
533407,KOTANANDURU,ANDHRA PRADESH,Y,Y,N
521231,KANKIPADU,ANDHRA PRADESH,Y,Y,Y
534165,Tadepalligudem,ANDHRA PRADESH,N,N,N
518555,Allagadda,ANDHRA PRADESH,Y,Y,Y
517580,SBRPURAM,ANDHRA PRADESH,Y,Y,N
515701,ANANTAPUR,ANDHRA PRADESH,Y,Y,Y
534338,Palakol,ANDHRA PRADESH,Y,Y,N
517620,VENKATAGIRI,ANDHRA PRADESH,N,N,N
522050,Guntur,ANDHRA PRADESH,N,N,N
534459,CHINTALAPUDI,ANDHRA PRADESH,N,N,N
524347,Nellore,ANDHRA PRADESH,N,N,N
535217,Vizianagaram,ANDHRA PRADESH,Y,Y,Y
517422,Chittoor,ANDHRA PRADESH,Y,Y,N
534265,Palakol,ANDHRA PRADESH,Y,Y,N
516003,Cuddapah,ANDHRA PRADESH,Y,Y,Y
534416,Tadepalligudem,ANDHRA PRADESH,N,N,N
534275,Palakol,ANDHRA PRADESH,Y,Y,Y
521153,KANKIPADU,ANDHRA PRADESH,Y,Y,Y
517586,Puttur,ANDHRA PRADESH,N,N,N
531163,BHEEMUNIPATNAM,ANDHRA PRADESH,N,N,N
523225,CHIMAKURTHY,ANDHRA PRADESH,N,N,N
530012,Gajuwaka,ANDHRA PRADESH,Y,Y,Y
517646,Tada,ANDHRA PRADESH,N,N,N
515511,MUDDIGUBA,ANDHRA PRADESH,N,N,N
532294,ICHAPURAM,ANDHRA PRADESH,N,N,N
534266,ACHANTA,ANDHRA PRADESH,Y,Y,Y
532410,Srikakulam,ANDHRA PRADESH,Y,Y,Y
530045,Visakhapatnam,ANDHRA PRADESH,Y,Y,N
515435,NARPALA,ANDHRA PRADESH,N,N,N
532102,Rajam,ANDHRA PRADESH,N,N,N
531118,Narsipatnam,ANDHRA PRADESH,N,N,N
516290,KAMALAPURAM,ANDHRA PRADESH,Y,Y,Y
521113,KANKIPADU,ANDHRA PRADESH,Y,Y,N
533201,AMALAPURAM,ANDHRA PRADESH,Y,Y,Y
530036,Visakhapatnam,ANDHRA PRADESH,Y,Y,Y
520050,AVANIGADDA,ANDHRA PRADESH,N,N,N
521131,CHALLAPALLI,ANDHRA PRADESH,Y,Y,N
522631,Martur,ANDHRA PRADESH,N,N,N
521372,Gannavaram,ANDHRA PRADESH,Y,Y,Y
535216,BOGAPPURAM,ANDHRA PRADESH,Y,Y,N
523183,Medarametla,ANDHRA PRADESH,Y,Y,Y
518474,KODUMURU,ANDHRA PRADESH,Y,Y,N
533235,Mandapeta,ANDHRA PRADESH,Y,Y,Y
534229,NIDADAVOLE,ANDHRA PRADESH,N,N,N
532558,Vizianagaram,ANDHRA PRADESH,N,N,N
534281,Palakol,ANDHRA PRADESH,Y,Y,Y
532313,KAVITI AP,ANDHRA PRADESH,N,N,N
533291,RAJANAGARAM,ANDHRA PRADESH,Y,Y,N
523273,Kandukur,ANDHRA PRADESH,N,N,N
516454,Tadipatri,ANDHRA PRADESH,N,N,N
515411,Tadipatri,ANDHRA PRADESH,Y,Y,N
533232,Mandapeta,ANDHRA PRADESH,Y,Y,N
533309,Mandapeta,ANDHRA PRADESH,Y,Y,N
534345,DOMMERU,ANDHRA PRADESH,N,N,N
531055,YELLAMANCHILLI,ANDHRA PRADESH,Y,Y,N
534102,Tadepalligudem,ANDHRA PRADESH,Y,Y,Y
530009,Visakhapatnam,ANDHRA PRADESH,Y,Y,N
534237,AKIVIDU,ANDHRA PRADESH,Y,Y,N
522208,Tenali,ANDHRA PRADESH,Y,Y,N
516106,Railway Kodur,ANDHRA PRADESH,N,N,N
533244,Palakol,ANDHRA PRADESH,N,N,N
532128,Rajam,ANDHRA PRADESH,N,N,N
523286,Ongole,ANDHRA PRADESH,Y,Y,Y
518432,NANDIKOTKUR,ANDHRA PRADESH,Y,Y,Y
533227,MUMMIDIVARAM,ANDHRA PRADESH,N,N,N
524404,VENKATAGIRI,ANDHRA PRADESH,Y,Y,Y
523187,VETAPALEM,ANDHRA PRADESH,Y,Y,N
522298,Guntur,ANDHRA PRADESH,Y,Y,Y
534314,DONDAPUDI,ANDHRA PRADESH,N,N,N
516267,GALIVEEDU,ANDHRA PRADESH,N,N,N
516105,Railway Kodur,ANDHRA PRADESH,N,N,N
521102,Vijayawada,ANDHRA PRADESH,Y,Y,Y
516134,Rajampeta,ANDHRA PRADESH,Y,Y,Y
521429,Gudivada,ANDHRA PRADESH,Y,Y,N
532314,KAVITI AP,ANDHRA PRADESH,N,N,N
524343,PODALAKUR,ANDHRA PRADESH,N,N,N
535215,Vizianagaram,ANDHRA PRADESH,Y,Y,Y
523182,Ongole,ANDHRA PRADESH,Y,Y,Y
534108,Tadepalligudem,ANDHRA PRADESH,Y,Y,N
524126,NAIDUPETA,ANDHRA PRADESH,N,N,N
533468,Draksharamam,ANDHRA PRADESH,N,N,N
533577,MUMMIDIVARAM,ANDHRA PRADESH,N,N,N
534350,DOMMERU,ANDHRA PRADESH,N,N,N
517002,Chittoor,ANDHRA PRADESH,Y,Y,Y
522304,Guntur,ANDHRA PRADESH,Y,Y,Y
533236,Mandapeta,ANDHRA PRADESH,Y,Y,Y
515842,GUNTAKAL,ANDHRA PRADESH,N,N,N
530015,Visakhapatnam,ANDHRA PRADESH,Y,Y,Y
517424,Tirupati,ANDHRA PRADESH,Y,Y,N
523262,Ongole,ANDHRA PRADESH,Y,Y,Y
521122,AVANIGADDA,ANDHRA PRADESH,N,N,N
515408,Gooty,ANDHRA PRADESH,N,N,N
516155,Rajampeta,ANDHRA PRADESH,Y,Y,Y
518165,KOILAKUNTLA,ANDHRA PRADESH,Y,Y,N
516293,Cuddapah,ANDHRA PRADESH,N,N,Y
535005,Vizianagaram,ANDHRA PRADESH,Y,Y,Y
535240,KOTHAVALASA,ANDHRA PRADESH,Y,Y,Y
524345,PODALAKUR,ANDHRA PRADESH,N,N,N
516484,Pulivendula,ANDHRA PRADESH,Y,Y,Y
522124,Ponnur,ANDHRA PRADESH,Y,Y,N
518102,Ongole,ANDHRA PRADESH,Y,Y,Y
534006,Eluru,ANDHRA PRADESH,Y,Y,Y
522307,Guntur,ANDHRA PRADESH,Y,Y,Y
534003,Eluru,ANDHRA PRADESH,Y,Y,Y
518535,Atmakur,ANDHRA PRADESH,Y,Y,Y
515551,KADIRI,ANDHRA PRADESH,Y,Y,Y
530002,Visakhapatnam,ANDHRA PRADESH,Y,Y,Y
522020,AMARAVATHI,ANDHRA PRADESH,Y,Y,Y
520002,Vijayawada,ANDHRA PRADESH,Y,Y,Y
518308,Adoni,ANDHRA PRADESH,N,N,N
534000,Eluru,ANDHRA PRADESH,Y,Y,Y
